id_siniestro,id_poliza,id_asegurado,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,descripcion,documentos_completos,beneficiario,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,score_riesgo,nivel_riesgo,alertas_activadas,etiqueta_fraude_simulada
SIN-00331,POL-00204,ASE-0019,Salud,Choque,2026-10-06,2026-10-12,7512.55,7579.33,6247.42,Pago Total,Quito Norte,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-038,242,123,6,0,0,Verde,,1
SIN-00332,POL-00163,ASE-0166,Vida,Responsabilidad Civil,2023-11-08,2023-11-11,8418.64,6938.78,0.0,Cierre Sin Consecuencia,Ambato,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-006,38,327,3,7,0,Verde,,0
SIN-00333,POL-00294,ASE-0077,Vehiculos,Robo,2025-09-06,2025-09-07,18841.41,16238.43,16145.7,Pago Total,Ambato,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-027,273,92,1,2,0,Verde,,0
SIN-00334,POL-00005,ASE-0008,Salud,Dano,2025-08-08,2025-08-08,13721.62,13559.12,11037.07,Pago Total,Quito Sur,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-001,285,80,0,0,0,Verde,,0
SIN-00335,POL-00077,ASE-0052,Vehiculos,Responsabilidad Civil,2026-04-16,2026-04-18,6501.99,6884.43,5541.4,Cierre Sin Consecuencia,Quito Sur,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-030,78,287,2,3,0,Verde,,0
SIN-00336,POL-00096,ASE-0032,Salud,Choque,2025-03-17,2025-03-20,9903.37,9400.82,0.0,Cierre Sin Consecuencia,Guayaquil,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-003,3,362,3,4,0,Verde,,1
SIN-00337,POL-00037,ASE-0166,Salud,Responsabilidad Civil,2023-12-04,2023-12-06,11068.13,10902.62,9252.34,Reserva,Ambato,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-007,158,207,2,8,0,Verde,,0
SIN-00338,POL-00049,ASE-0153,Hogar,Responsabilidad Civil,2025-09-15,2025-09-18,11888.01,11346.76,0.0,Anticipo,Ambato,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-016,44,321,3,5,0,Verde,,0
SIN-00339,POL-00188,ASE-0137,Hogar,Robo,2024-06-24,2024-06-25,5051.9,5222.11,3684.95,Anticipo,Quito Sur,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-027,196,169,1,4,0,Verde,,0
SIN-00340,POL-00100,ASE-0127,Vehiculos,Incendio,2025-10-03,2025-10-03,12580.65,13425.4,0.0,Pago Total,Cuenca,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-040,278,87,0,0,0,Verde,,0
SIN-00341,POL-00068,ASE-0062,Generales,Choque,2024-09-11,2024-09-13,10143.46,11083.42,0.0,Cierre Sin Consecuencia,Ambato,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,False,PROV-009,129,236,2,3,0,Verde,,1
SIN-00342,POL-00216,ASE-0048,Generales,Robo,2023-10-26,2023-10-29,10859.21,10181.31,0.0,Pago Parcial,Ambato,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-022,86,279,3,2,0,Verde,,0
SIN-00343,POL-00082,ASE-0095,Generales,Dano,2023-11-08,2023-11-09,9645.92,7966.97,8167.82,Anticipo,Cuenca,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-014,117,248,1,5,0,Verde,,0
SIN-00344,POL-00163,ASE-0166,Vida,Robo,2024-03-05,2024-03-06,5454.11,4898.82,5277.11,Negativa,Quito Norte,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-003,156,209,1,9,0,Verde,,1
SIN-00345,POL-00185,ASE-0097,Vehiculos,Incendio,2024-05-04,2024-05-07,11671.78,11905.72,9660.84,Liquidado,Manta,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-026,50,315,3,2,0,Verde,,0
SIN-00346,POL-00086,ASE-0090,Hogar,Robo,2024-04-01,2024-04-01,8714.46,8431.64,0.0,Pago Total,Guayaquil,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-027,153,212,0,10,0,Verde,,0
SIN-00347,POL-00213,ASE-0085,Salud,Responsabilidad Civil,2025-06-06,2025-06-06,12799.63,12082.02,11660.35,Negativa,Quito Norte,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-037,76,289,0,2,0,Verde,,0
SIN-00348,POL-00226,ASE-0024,Hogar,Responsabilidad Civil,2026-06-02,2026-06-05,16172.92,13835.67,14362.25,Reserva,Cuenca,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-001,100,265,3,7,0,Verde,,0
SIN-00349,POL-00111,ASE-0145,Vehiculos,Robo,2024-12-03,2024-12-06,5860.56,6012.15,5179.27,Liquidado,Manta,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-037,181,184,3,1,0,Verde,,0
SIN-00350,POL-00274,ASE-0164,Hogar,Choque,2025-10-29,2025-10-29,12934.33,12344.8,10466.42,Anticipo,Guayaquil,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-004,201,164,0,0,0,Verde,,0
SIN-00351,POL-00089,ASE-0009,Salud,Robo,2024-06-16,2024-06-18,9749.73,8312.43,7020.8,Pago Parcial,Quito Sur,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-014,217,148,2,0,0,Verde,,0
SIN-00352,POL-00210,ASE-0195,Vida,Atencion Medica,2024-01-24,2024-01-25,4330.81,3881.01,3685.82,Reserva,Quito Norte,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-028,137,228,1,4,0,Verde,,0
SIN-00353,POL-00183,ASE-0121,Vehiculos,Incendio,2026-09-11,2026-09-11,5095.27,4794.9,4828.35,Negativa,Guayaquil,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-019,278,87,0,2,0,Verde,,0
SIN-00354,POL-00268,ASE-0090,Vida,Choque,2026-04-01,2026-04-01,5301.67,4368.85,4169.83,Pago Total,Guayaquil,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-005,264,101,0,11,0,Verde,,0
SIN-00355,POL-00034,ASE-0099,Hogar,Incendio,2024-04-03,2024-04-04,21472.63,22814.63,19071.62,Cierre Sin Consecuencia,Ambato,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-019,284,81,1,4,0,Verde,,0
SIN-00356,POL-00110,ASE-0152,Generales,Choque,2026-01-17,2026-01-20,5827.43,5951.63,0.0,Reserva,Quito Sur,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-013,245,120,3,4,0,Verde,,0
SIN-00357,POL-00173,ASE-0107,Generales,Incendio,2024-10-14,2024-10-16,6728.6,6364.21,5780.2,Anticipo,Guayaquil,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-036,205,160,2,2,0,Verde,,0
SIN-00358,POL-00018,ASE-0129,Generales,Atencion Medica,2025-07-16,2025-07-17,12822.16,13293.76,0.0,Liquidado,Quito Norte,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-024,186,179,1,0,0,Verde,,0
SIN-00359,POL-00031,ASE-0071,Generales,Atencion Medica,2025-05-05,2025-05-06,9888.25,9745.75,0.0,Pago Total,Quito Sur,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-035,263,102,1,3,0,Verde,,0
SIN-00360,POL-00107,ASE-0182,Salud,Robo,2024-10-03,2024-10-03,11722.79,12873.17,9756.49,Pago Total,Ambato,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-024,89,276,0,4,0,Verde,,0
SIN-00361,POL-00251,ASE-0118,Vehiculos,Choque,2025-10-15,2025-10-16,7131.83,6503.33,5340.17,Reserva,Cuenca,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-020,206,159,1,1,0,Verde,,0
SIN-00362,POL-00158,ASE-0137,Vehiculos,Atencion Medica,2025-09-28,2025-09-30,18153.7,15372.84,15681.96,Cierre Sin Consecuencia,Manta,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-033,264,101,2,5,0,Verde,,0
SIN-00363,POL-00059,ASE-0102,Generales,Responsabilidad Civil,2026-07-05,2026-07-06,6421.37,6677.41,6271.67,Reserva,Manta,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-022,178,187,1,2,0,Verde,,0
SIN-00364,POL-00193,ASE-0194,Vehiculos,Atencion Medica,2025-05-19,2025-05-19,6090.56,5435.37,5799.82,Reserva,Guayaquil,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-029,101,264,0,2,0,Verde,,0
SIN-00365,POL-00049,ASE-0153,Hogar,Dano,2025-12-09,2025-12-10,11168.64,11552.67,8473.81,Liquidado,Cuenca,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-006,129,236,1,6,0,Verde,,0
SIN-00366,POL-00025,ASE-0131,Vehiculos,Responsabilidad Civil,2026-07-11,2026-07-12,10471.13,9917.62,8936.76,Pago Parcial,Cuenca,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-004,231,134,1,3,0,Verde,,0
SIN-00367,POL-00138,ASE-0153,Hogar,Atencion Medica,2026-11-07,2026-11-09,7738.01,7086.73,0.0,Pago Parcial,Cuenca,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-023,248,117,2,7,0,Verde,,0
SIN-00368,POL-00153,ASE-0063,Vehiculos,Responsabilidad Civil,2025-09-06,2025-09-09,5325.18,5544.07,0.0,Anticipo,Quito Sur,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-028,257,108,3,8,0,Verde,,0
SIN-00369,POL-00097,ASE-0023,Vida,Incendio,2024-07-28,2024-07-30,21499.77,17626.26,19926.72,Cierre Sin Consecuencia,Guayaquil,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-006,273,92,2,3,0,Verde,,1
SIN-00370,POL-00026,ASE-0187,Salud,Choque,2025-01-29,2025-01-30,12398.29,10659.77,9755.46,Liquidado,Guayaquil,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-032,266,99,1,2,0,Verde,,0
SIN-00371,POL-00252,ASE-0086,Generales,Atencion Medica,2024-10-31,2024-11-01,7267.69,5872.67,0.0,Cierre Sin Consecuencia,Manta,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-017,267,98,1,1,0,Verde,,0
SIN-00372,POL-00209,ASE-0132,Hogar,Choque,2024-10-15,2024-10-18,9588.28,8186.59,8566.51,Liquidado,Guayaquil,Caida de arbol sobre el vehiculo estacionado por tormenta.,False,PROV-002,177,188,3,5,0,Verde,,1
SIN-00373,POL-00035,ASE-0083,Generales,Responsabilidad Civil,2025-06-10,2025-06-12,10337.96,10072.48,9929.65,Liquidado,Quito Norte,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-031,64,301,2,3,0,Verde,,0
SIN-00374,POL-00093,ASE-0064,Vehiculos,Incendio,2024-11-11,2024-11-13,4702.34,3991.6,0.0,Cierre Sin Consecuencia,Quito Sur,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-021,38,327,2,1,0,Verde,,0
SIN-00375,POL-00192,ASE-0063,Vehiculos,Atencion Medica,2026-07-06,2026-07-08,18995.21,17586.79,15325.25,Negativa,Manta,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-019,169,196,2,9,0,Verde,,0
SIN-00376,POL-00295,ASE-0113,Vehiculos,Atencion Medica,2026-03-03,2026-03-03,16716.86,16376.32,0.0,Liquidado,Manta,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-021,123,242,0,5,0,Verde,,0
SIN-00377,POL-00141,ASE-0049,Vehiculos,Dano,2026-04-17,2026-04-17,12002.22,11526.05,8919.03,Pago Parcial,Guayaquil,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-009,215,150,0,1,0,Verde,,0
SIN-00378,POL-00053,ASE-0095,Generales,Dano,2025-07-17,2025-07-17,13295.84,11505.73,12624.03,Cierre Sin Consecuencia,Ambato,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-036,113,252,0,6,0,Verde,,0
SIN-00379,POL-00169,ASE-0178,Salud,Responsabilidad Civil,2024-06-29,2024-06-29,11232.49,11745.29,9478.6,Pago Parcial,Quito Sur,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-020,69,296,0,1,0,Verde,,0
SIN-00380,POL-00114,ASE-0063,Hogar,Robo,2024-06-04,2024-06-06,8603.55,7327.32,7943.99,Pago Total,Manta,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-008,297,68,2,10,0,Verde,,0
SIN-00381,POL-00232,ASE-0020,Vida,Choque,2024-08-07,2024-08-08,10563.23,9115.56,8740.46,Reserva,Cuenca,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-008,187,178,1,0,0,Verde,,0
SIN-00382,POL-00011,ASE-0114,Hogar,Responsabilidad Civil,2024-10-18,2024-10-18,7247.82,6818.2,5167.58,Reserva,Quito Norte,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-020,1,364,0,1,0,Verde,,1
SIN-00383,POL-00258,ASE-0113,Vida,Dano,2025-07-07,2025-07-08,7563.3,6469.91,5500.29,Pago Parcial,Guayaquil,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-018,135,230,1,6,0,Verde,,0
SIN-00384,POL-00032,ASE-0080,Hogar,Responsabilidad Civil,2026-04-29,2026-04-29,9120.15,7567.28,6422.37,Pago Total,Guayaquil,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-014,153,212,0,2,0,Verde,,0
SIN-00385,POL-00231,ASE-0054,Generales,Dano,2027-01-25,2027-01-25,18785.25,20514.88,0.0,Liquidado,Manta,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-014,305,60,0,0,0,Verde,,0
SIN-00386,POL-00038,ASE-0113,Generales,Incendio,2024-03-16,2024-03-19,9049.14,9067.76,0.0,Anticipo,Quito Sur,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-023,124,241,3,7,0,Verde,,0
SIN-00387,POL-00030,ASE-0039,Hogar,Responsabilidad Civil,2025-01-25,2025-01-25,5281.44,4963.34,4482.59,Pago Parcial,Ambato,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-024,190,175,0,1,0,Verde,,0
SIN-00388,POL-00048,ASE-0198,Generales,Robo,2023-09-20,2023-09-23,20086.36,17778.1,15940.58,Negativa,Cuenca,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-002,89,276,3,1,0,Verde,,1
SIN-00389,POL-00269,ASE-0090,Hogar,Robo,2024-04-17,2024-04-18,8582.19,9071.65,8073.53,Reserva,Manta,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-024,249,116,1,12,0,Verde,,0
SIN-00390,POL-00223,ASE-0050,Generales,Incendio,2025-08-09,2025-08-12,14084.7,13476.22,10363.03,Cierre Sin Consecuencia,Ambato,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-026,232,133,3,1,0,Verde,,0
SIN-00391,POL-00094,ASE-0133,Hogar,Dano,2023-11-03,2023-11-03,12043.56,10948.96,0.0,Liquidado,Cuenca,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-013,116,249,0,5,0,Verde,,0
SIN-00392,POL-00158,ASE-0137,Vehiculos,Responsabilidad Civil,2025-09-11,2025-09-14,19738.22,17439.81,17262.57,Anticipo,Guayaquil,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-018,247,118,3,6,0,Verde,,0
SIN-00393,POL-00028,ASE-0046,Hogar,Choque,2026-07-19,2026-07-22,8576.99,8177.51,0.0,Reserva,Guayaquil,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-030,237,128,3,3,0,Verde,,0
SIN-00394,POL-00013,ASE-0073,Generales,Incendio,2025-12-19,2025-12-19,7758.21,6438.39,0.0,Cierre Sin Consecuencia,Quito Norte,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-005,98,267,0,2,0,Verde,,0
SIN-00395,POL-00034,ASE-0099,Hogar,Incendio,2024-01-07,2024-01-08,10076.27,8976.2,9351.3,Liquidado,Cuenca,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-034,197,168,1,5,0,Verde,,0
SIN-00396,POL-00167,ASE-0067,Hogar,Dano,2027-01-23,2027-01-26,7156.35,6808.83,6747.33,Reserva,Quito Norte,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-035,284,81,3,4,0,Verde,,0
SIN-00397,POL-00298,ASE-0153,Generales,Choque,2024-12-28,2024-12-31,18548.56,17343.55,15446.63,Pago Total,Ambato,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-003,90,275,3,8,0,Verde,,0
SIN-00398,POL-00190,ASE-0170,Hogar,Dano,2026-06-15,2026-06-18,12078.11,11223.03,9864.48,Cierre Sin Consecuencia,Cuenca,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-008,114,251,3,2,0,Verde,,0
SIN-00399,POL-00227,ASE-0015,Vehiculos,Responsabilidad Civil,2023-12-15,2023-12-15,9865.37,9050.64,9779.16,Pago Parcial,Guayaquil,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-040,110,255,0,2,0,Verde,,0
SIN-00400,POL-00299,ASE-0075,Generales,Responsabilidad Civil,2024-10-28,2024-10-29,8149.17,8565.43,7518.56,Pago Parcial,Cuenca,"El vehiculo colisiono frontalmente con otro en la avenida principal, el tercero se dio a la fuga sin dejar datos.",True,PROV-002,53,312,1,7,0,Verde,,1
SIN-00401,POL-00159,ASE-0102,Hogar,Responsabilidad Civil,2026-09-12,2026-09-15,15147.65,13714.39,11728.59,Reserva,Guayaquil,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-020,212,153,3,3,0,Verde,,1
SIN-00402,POL-00135,ASE-0152,Vida,Incendio,2024-10-02,2024-10-04,5657.99,4589.84,4677.7,Pago Parcial,Quito Norte,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-033,40,325,2,5,0,Verde,,0
SIN-00403,POL-00235,ASE-0060,Vehiculos,Choque,2024-05-24,2024-05-27,9938.39,9651.23,7248.24,Cierre Sin Consecuencia,Manta,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-032,192,173,3,0,0,Verde,,0
SIN-00404,POL-00161,ASE-0165,Generales,Robo,2024-07-23,2024-07-25,6910.16,5873.55,0.0,Anticipo,Manta,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-028,287,78,2,3,0,Verde,,0
SIN-00405,POL-00288,ASE-0182,Hogar,Incendio,2024-10-27,2024-10-28,8063.78,7146.18,0.0,Liquidado,Quito Sur,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-037,304,61,1,5,0,Verde,,0
SIN-00406,POL-00105,ASE-0197,Salud,Robo,2025-07-07,2025-07-09,7933.45,6997.38,6817.37,Pago Parcial,Quito Norte,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-028,78,287,2,3,0,Verde,,0
SIN-00407,POL-00002,ASE-0055,Salud,Dano,2023-12-23,2023-12-26,8062.9,8055.14,6646.2,Negativa,Cuenca,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-017,183,182,3,3,0,Verde,,0
SIN-00408,POL-00065,ASE-0062,Hogar,Atencion Medica,2026-11-10,2026-11-11,7548.19,7344.79,0.0,Cierre Sin Consecuencia,Ambato,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-030,294,71,1,4,0,Verde,,0
SIN-00409,POL-00260,ASE-0184,Hogar,Responsabilidad Civil,2025-08-15,2025-08-16,5297.75,4817.15,0.0,Cierre Sin Consecuencia,Guayaquil,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-010,60,305,1,3,0,Verde,,0
SIN-00410,POL-00079,ASE-0074,Vida,Responsabilidad Civil,2025-06-02,2025-06-03,14623.85,15410.47,0.0,Pago Total,Guayaquil,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-019,62,303,1,7,0,Verde,,0
SIN-00411,POL-00185,ASE-0097,Vehiculos,Incendio,2024-06-11,2024-06-12,10346.62,8873.0,0.0,Anticipo,Ambato,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-020,88,277,1,3,0,Verde,,0
SIN-00412,POL-00266,ASE-0119,Generales,Atencion Medica,2024-04-04,2024-04-05,15209.27,12894.53,0.0,Cierre Sin Consecuencia,Ambato,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-017,48,317,1,2,0,Verde,,0
SIN-00413,POL-00096,ASE-0032,Salud,Atencion Medica,2025-05-04,2025-05-07,7561.84,7824.01,0.0,Negativa,Guayaquil,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-006,51,314,3,5,0,Verde,,0
SIN-00414,POL-00145,ASE-0137,Vida,Robo,2024-05-24,2024-05-26,17210.95,17236.79,14096.95,Reserva,Ambato,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-009,238,127,2,7,0,Verde,,0
SIN-00415,POL-00168,ASE-0078,Generales,Choque,2025-04-15,2025-04-17,6127.98,5815.06,0.0,Liquidado,Guayaquil,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-039,298,67,2,0,0,Verde,,0
SIN-00416,POL-00157,ASE-0083,Vida,Robo,2025-05-03,2025-05-04,11400.54,12319.99,0.0,Pago Total,Guayaquil,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-007,229,136,1,4,0,Verde,,0
SIN-00417,POL-00045,ASE-0131,Vida,Incendio,2024-02-08,2024-02-11,10670.71,10244.32,7831.11,Anticipo,Manta,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-035,58,307,3,4,0,Verde,,0
SIN-00418,POL-00091,ASE-0095,Vida,Choque,2024-01-31,2024-02-02,6312.41,5949.87,5002.28,Liquidado,Manta,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-039,104,261,2,7,0,Verde,,0
SIN-00419,POL-00070,ASE-0130,Generales,Responsabilidad Civil,2023-11-22,2023-11-24,20573.93,19870.68,20317.68,Reserva,Ambato,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-024,152,213,2,1,0,Verde,,0
SIN-00420,POL-00048,ASE-0198,Generales,Atencion Medica,2024-02-06,2024-02-06,15907.45,17067.69,15802.43,Reserva,Quito Sur,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-017,228,137,0,2,0,Verde,,0
SIN-00421,POL-00109,ASE-0158,Generales,Choque,2024-12-05,2024-12-08,6252.21,6185.97,5814.69,Pago Parcial,Quito Norte,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-027,112,253,3,0,0,Verde,,0
SIN-00422,POL-00277,ASE-0094,Vida,Responsabilidad Civil,2025-12-07,2025-12-09,11475.75,11650.36,10856.89,Pago Parcial,Ambato,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-011,241,124,2,1,0,Verde,,0
SIN-00423,POL-00027,ASE-0051,Salud,Responsabilidad Civil,2025-09-25,2025-09-27,7815.45,7315.09,0.0,Cierre Sin Consecuencia,Quito Sur,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-004,310,55,2,1,0,Verde,,0
SIN-00424,POL-00122,ASE-0132,Hogar,Choque,2023-10-19,2023-10-19,9323.66,8579.62,7404.07,Pago Total,Quito Sur,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-006,99,266,0,6,0,Verde,,0
SIN-00425,POL-00145,ASE-0137,Vida,Responsabilidad Civil,2024-05-26,2024-05-28,9814.4,9180.85,7263.18,Negativa,Guayaquil,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-012,240,125,2,8,0,Verde,,0
SIN-00426,POL-00002,ASE-0055,Salud,Robo,2024-02-20,2024-02-22,9183.4,7847.83,9031.2,Reserva,Quito Norte,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-037,242,123,2,4,0,Verde,,0
SIN-00427,POL-00279,ASE-0151,Vehiculos,Incendio,2024-11-06,2024-11-07,7504.95,6593.36,5365.55,Negativa,Guayaquil,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-040,266,99,1,1,0,Verde,,0
SIN-00428,POL-00163,ASE-0166,Vida,Choque,2024-01-26,2024-01-26,22185.7,17842.5,20677.25,Pago Total,Manta,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-030,117,248,0,6,0,Verde,,1
SIN-00429,POL-00042,ASE-0090,Vida,Dano,2025-12-25,2025-12-27,7135.83,7306.61,5918.4,Pago Total,Guayaquil,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-014,166,199,2,13,0,Verde,,0
SIN-00430,POL-00223,ASE-0050,Generales,Robo,2025-08-16,2025-08-17,8558.68,6920.82,6595.71,Pago Parcial,Ambato,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-029,239,126,1,2,0,Verde,,0
SIN-00431,POL-00228,ASE-0166,Vida,Responsabilidad Civil,2024-02-27,2024-02-29,7989.6,8727.2,6101.38,Anticipo,Manta,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-002,98,267,2,11,0,Verde,,1
SIN-00432,POL-00206,ASE-0192,Hogar,Dano,2025-10-29,2025-10-29,6774.22,6095.84,0.0,Cierre Sin Consecuencia,Ambato,"El vehiculo colisiono frontalmente con otro en la avenida principal, el tercero se dio a la fuga sin dejar datos.",True,PROV-023,60,305,0,1,0,Verde,,1
SIN-00433,POL-00005,ASE-0008,Salud,Responsabilidad Civil,2024-12-19,2024-12-19,19661.1,17225.03,15547.06,Pago Parcial,Quito Sur,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-026,53,312,0,1,0,Verde,,0
SIN-00434,POL-00199,ASE-0097,Salud,Choque,2025-01-31,2025-02-01,8281.09,7876.34,7977.75,Pago Parcial,Manta,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-009,163,202,1,4,0,Verde,,0
SIN-00435,POL-00181,ASE-0066,Vehiculos,Responsabilidad Civil,2024-02-13,2024-02-13,19521.54,21347.88,19365.59,Pago Parcial,Cuenca,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-018,6,359,0,2,0,Verde,,1
SIN-00436,POL-00229,ASE-0055,Generales,Robo,2025-06-25,2025-06-27,9830.15,9388.7,7367.65,Negativa,Manta,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-032,164,201,2,5,0,Verde,,0
SIN-00437,POL-00165,ASE-0110,Generales,Incendio,2024-03-15,2024-03-21,8441.6,7217.08,6323.32,Reserva,Cuenca,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-030,57,308,6,0,0,Verde,,1
SIN-00438,POL-00124,ASE-0013,Vehiculos,Choque,2025-03-18,2025-03-21,5163.95,4840.31,0.0,Pago Parcial,Quito Norte,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-010,317,48,3,1,0,Verde,,0
SIN-00439,POL-00251,ASE-0118,Vehiculos,Robo,2025-07-23,2025-07-24,11512.65,11800.25,10004.2,Negativa,Quito Norte,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-038,122,243,1,2,0,Verde,,0
SIN-00440,POL-00218,ASE-0018,Salud,Atencion Medica,2025-03-19,2025-03-20,7431.99,7658.49,7180.87,Cierre Sin Consecuencia,Manta,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-002,69,296,1,5,0,Verde,,0
